003946166;39.0;0.0;OK
003950982;108.38;0.0;OK
003948765;45.67;0.0;OK
003948238;69.97;0.0;OK
003948045;36.98;0.0;OK
003947086;30.58;0.0;OK
003947623;30.88;0.0;OK
003949009;31.98;0.0;OK
003949005;48.78;0.0;OK
003950019;56.41;0.0;OK
003947138;36.0;0.0;OK
003948286;36.0;0.0;OK
003946480;55.01;0.0;OK
003946233;36.0;0.0;OK
003950520;33.53;0.0;OK
003947490;38.18;0.0;OK
003949142;83.95;0.0;OK
003949679;40.18;0.0;OK
003947436;53.48;0.0;OK
003950024;32.47;0.0;OK
003949727;41.74;0.0;OK
003949081;31.89;0.0;OK
003946049;16.14;0.0;OK
003949519;41.98;0.0;OK
003948175;19.74;0.0;OK
003949193;98.94;0.0;OK
003950981;62.33;0.0;OK
003950092;31.93;0.0;OK
003946867;30.71;0.0;OK
003946563;30.66;0.0;OK
003950663;25.93;0.0;OK
003951199;37.94;0.0;OK
003951055;62.3;0.0;OK
003948301;30.77;0.0;OK
003949738;23.93;0.0;OK
003949680;30.23;0.0;OK
003948511;39.0;0.0;OK
003951064;34.18;0.0;OK
003949148;66.89;0.0;OK
003950922;117.67;0.0;OK
003946866;39.7;0.0;OK
003946174;61.32;0.0;OK
003949773;8.99;0.0;OK
003945995;39.0;0.0;OK
003948694;35.41;0.0;OK
003947782;43.72;0.0;OK
003951259;84.12;0.0;OK
003951409;33.95;0.0;OK
003951072;30.76;0.0;OK
003948739;39.96;0.0;OK
003949100;41.0;0.0;OK
003951045;104.86;0.0;OK
003946707;43.74;0.0;OK
003949375;40.46;0.0;OK
003948719;46.98;0.0;OK
003947893;31.36;0.0;OK
003950649;47.65;0.0;OK
003946209;102.31;0.0;OK
003946896;30.0;0.0;OK
003951207;13.96;0.0;OK
003947084;37.56;0.0;OK
003946468;33.18;0.0;OK
003946308;31.98;0.0;OK
003948882;33.28;0.0;OK
003949011;35.05;0.0;OK
003949412;39.92;0.0;OK
003947717;59.81;0.0;OK
003946167;32.43;0.0;OK
003946465;30.44;0.0;OK
003949326;35.68;0.0;OK
003951208;31.19;0.0;OK
003949581;30.27;0.0;OK
003946781;30.25;0.0;OK
003949310;24.43;0.0;OK
003948610;35.09;0.0;OK
003948512;118.88;0.0;OK
003948378;23.45;0.0;OK
003945923;17.38;0.0;OK
003948919;33.37;0.0;OK
003946232;17.91;0.0;OK
003950666;31.95;0.0;OK
003948969;32.11;0.0;OK
003949488;51.96;0.0;OK
003951243;45.98;0.0;OK
003950656;53.95;0.0;OK
003950600;52.86;0.0;OK
003950404;66.46;0.0;OK
003947154;36.0;0.0;OK
003951108;35.95;0.0;OK
003947963;61.28;0.0;OK
003949715;65.17;0.0;OK
003949451;66.94;0.0;OK
003949643;59.68;0.0;OK
003947913;38.4;0.0;OK
003951412;42.97;0.0;OK
003946135;26.95;0.0;OK
003948252;86.47;0.0;OK
003949292;30.74;0.0;OK
003947233;62.19;0.0;OK
003946704;60.28;0.0;OK
003945927;31.98;0.0;OK
003949038;8.24;0.0;OK
003949535;30.06;0.0;OK
003945810;41.99;0.0;OK
003949091;30.88;0.0;OK
003948282;52.0;0.0;OK
003947127;31.17;0.0;OK
003949673;32.98;0.0;OK
003949592;31.98;0.0;OK
003947071;39.99;0.0;OK
003949323;62.96;0.0;OK
003949893;31.92;0.0;OK
003949188;65.92;0.0;OK
003946705;35.29;0.0;OK
003946687;31.05;0.0;OK
003950156;60.94;0.0;OK
003949999;42.45;0.0;OK
003949155;57.95;0.0;OK
003950913;31.99;0.0;OK
003946409;36.44;0.0;OK
003949977;39.0;0.0;OK
003949421;18.93;0.0;OK
003948031;45.8;0.0;OK
003950919;14.28;0.0;OK
003947691;14.28;0.0;OK
003948525;20.48;0.0;OK
003947423;35.3;0.0;OK
003948909;42.63;0.0;OK
003948636;35.44;0.0;OK
003948067;42.9;0.0;OK
003951050;44.95;0.0;OK
003946753;43.96;0.0;OK
003947786;46.45;0.0;OK
003949439;37.68;0.0;OK
003949671;34.99;0.0;OK
003947616;30.54;0.0;OK
003947999;48.98;0.0;OK
003949839;17.98;0.0;OK
003948729;30.93;0.0;OK
003951321;33.17;0.0;OK
003948667;32.99;0.0;OK
003948980;31.97;0.0;OK
003946838;64.69;0.0;OK
003950484;33.57;0.0;OK
003950289;42.55;0.0;OK
003948938;38.98;0.0;OK
003951183;55.69;0.0;OK
003950165;38.99;0.0;OK
003946345;52.0;0.0;OK
003949318;75.94;0.0;OK
003946723;56.32;0.0;OK
003950141;35.48;0.0;OK
003946278;30.98;0.0;OK
003949645;69.96;0.0;OK
003949624;56.94;0.0;OK
003950306;96.37;0.0;OK
003945926;65.0;0.0;OK
003950035;53.18;0.0;OK
003948016;46.77;0.0;OK
003950754;39.21;0.0;OK
003950652;40.2;0.0;OK
003947832;38.95;0.0;OK
003950339;42.97;0.0;OK
003946216;40.82;0.0;OK
003947247;30.99;0.0;OK
003948008;55.17;0.0;OK
003950130;49.0;0.0;OK
003949245;48.93;0.0;OK
003949756;31.17;0.0;OK
003947752;21.09;0.0;OK
003951407;53.38;0.0;OK
003949888;36.0;0.0;OK
003946614;103.92;0.0;OK
003950709;42.52;0.0;OK
003951228;31.45;0.0;OK
003948372;31.55;0.0;OK
003950936;15.53;0.0;OK
003950086;25.98;0.0;OK
003948367;30.95;0.0;OK
003947136;34.96;0.0;OK
003948684;38.42;0.0;OK
003947744;55.96;0.0;OK
003948656;53.88;0.0;OK
003950325;69.27;0.0;OK
003949847;49.09;0.0;OK
003946735;31.2;0.0;OK
003947982;46.89;0.0;OK
003949096;45.44;0.0;OK
003947741;33.44;0.0;OK
003950129;30.81;0.0;OK
003945993;34.46;0.0;OK
003951251;32.57;0.0;OK
003948417;43.13;0.0;OK
003949393;15.48;0.0;OK
003948871;31.92;0.0;OK
003949838;35.02;0.0;OK
003949653;42.93;0.0;OK
003946055;57.77;0.0;OK
003949187;30.28;0.0;OK
003948185;37.95;0.0;OK
003950977;85.41;0.0;OK
003946180;106.45;0.0;OK
003950109;32.84;0.0;OK
003948498;31.34;0.0;OK
003947842;74.69;0.0;OK
003950308;75.67;0.0;OK
003951379;32.94;0.0;OK
003950983;45.22;0.0;OK
